City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Biltine,TD,14.5333,20.9167,93.2,40,57,8.81,broken clouds
345,Turinsk,RU,58.0458,63.696,56.3,78,96,4.52,overcast clouds
346,Biu,NG,10.6129,12.1946,78.1,68,99,5.3,moderate rain
347,Saratoga Springs,US,43.0831,-73.7846,74.75,74,100,1.01,overcast clouds
348,Sindor,RU,62.8629,51.8905,57.49,61,73,4.34,broken clouds
349,Kashi,CN,39.4547,75.9797,94.21,21,40,4.47,scattered clouds
350,Zambezi,ZM,-13.5432,23.1047,82.29,15,37,6.06,scattered clouds
351,Wagar,SD,16.1525,36.2032,90.45,49,99,9.35,overcast clouds
352,Rockford,US,42.2711,-89.094,81.59,76,90,16.11,overcast clouds
353,Olean,US,42.0776,-78.4297,69.08,100,90,3.44,moderate rain
354,Kardla,EE,58.9978,22.7492,73.38,64,0,11.5,clear sky
355,Babaeski,TR,41.4325,27.0931,103.46,15,9,8.34,clear sky
356,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,59.92,23,36,7.2,scattered clouds
357,Ginir,ET,7.1333,40.7,68.56,54,97,10.4,overcast clouds
358,Barra Dos Coqueiros,BR,-10.9089,-37.0386,82.42,69,20,10.36,few clouds
359,Simpsonville,US,34.7371,-82.2543,86.9,69,1,0.0,clear sky
360,Kunya,NG,12.2233,8.5325,86.16,62,75,9.22,broken clouds
361,Ormstown,CA,45.1334,-73.9992,71.83,60,100,1.74,overcast clouds
362,Marquette,US,46.5333,-87.6335,66.78,91,99,1.01,overcast clouds
363,Taltal,CL,-25.4,-70.4833,64.98,44,0,5.19,clear sky
364,Kigoma,TZ,-4.8769,29.6267,79.61,50,0,11.74,clear sky
365,Bandundu,CD,-3.3167,17.3667,101.62,12,76,2.95,broken clouds
366,Mariental,NA,-24.6333,17.9667,71.51,16,0,9.82,clear sky
367,Chapeco,BR,-27.0964,-52.6183,40.75,65,40,11.5,scattered clouds
368,Road Town,VG,18.4167,-64.6167,86.2,74,20,11.5,few clouds
369,Januaria,BR,-15.4833,-44.3667,81.34,32,0,8.77,clear sky
370,Bani Walid,LY,31.7566,13.9942,99.75,15,0,10.0,clear sky
371,Bar Harbor,US,44.3876,-68.2039,74.93,59,1,4.0,clear sky
372,Sencha,UA,50.2548,33.346,89.11,38,94,8.21,light rain
373,San Andres,CO,12.5847,-81.7006,84.22,74,40,11.5,scattered clouds
374,Nara,JP,34.6851,135.8049,84.96,94,0,3.29,clear sky
375,Bayan,CN,46.0833,127.4,75.42,75,100,1.39,moderate rain
376,Henties Bay,NA,-22.116,14.2845,62.85,64,0,14.34,clear sky
377,Knysna,ZA,-34.0363,23.0471,59.38,58,82,9.69,broken clouds
378,Xai-Xai,MZ,-25.0519,33.6442,78.15,38,0,3.74,clear sky
379,Araouane,ML,18.9048,-3.5265,100.81,29,93,7.2,overcast clouds
380,Avezzano,IT,42.0402,13.4388,93.72,18,0,12.93,clear sky
381,Umm Lajj,SA,25.0213,37.2685,89.02,56,100,10.47,overcast clouds
382,Yenagoa,NG,4.9247,6.2642,90.99,41,63,5.59,broken clouds
383,Conde,BR,-7.2597,-34.9075,83.66,58,75,9.22,broken clouds
384,Viransehir,TR,37.2353,39.7631,104.81,12,1,6.67,clear sky
385,Gambela,ET,8.25,34.5833,79.43,82,100,1.43,light rain
386,Cabo Rojo,PR,18.0866,-67.1457,87.73,70,12,5.01,few clouds
387,Pitalito,CO,1.8497,-76.0479,66.87,89,89,1.63,overcast clouds
388,Ahar,IR,38.4774,47.0699,62.92,76,97,8.9,overcast clouds
389,Svetlogorsk,BY,52.6333,29.7333,78.76,61,99,5.77,moderate rain
390,Salas,ES,43.4118,-6.2602,69.37,54,29,6.98,scattered clouds
391,Cabinda,AO,-5.55,12.2,78.94,69,75,8.05,broken clouds
392,Touros,BR,-5.1989,-35.4608,85.1,56,67,14.56,broken clouds
393,Mugango,TZ,-1.6833,33.7,76.93,50,75,9.19,broken clouds
394,Calvinia,ZA,-31.4707,19.776,55.42,54,0,8.19,clear sky
395,Nobres,BR,-14.7203,-56.3275,68.05,16,0,10.74,clear sky
396,Kayes,ML,14.0,-11.0,86.11,63,100,8.48,overcast clouds
397,Lahij,YE,13.1667,44.5833,90.52,48,28,7.14,scattered clouds
398,Usinsk,RU,65.9939,57.5281,52.77,72,100,5.26,overcast clouds
399,Imst,AT,47.2684,10.6698,61.72,56,24,7.74,few clouds
400,Pisco,PE,-13.7,-76.2167,62.65,77,90,3.44,mist
401,Ati,TD,13.2154,18.3353,91.81,44,48,2.68,scattered clouds
402,Savinka,RU,50.0785,47.0994,88.41,26,100,4.34,overcast clouds
403,Altay,CN,47.8667,88.1167,67.75,21,0,4.88,clear sky
404,Nampula,MZ,-15.1165,39.2666,76.95,41,40,6.91,scattered clouds
405,Ibra,OM,22.6906,58.5334,106.12,20,43,16.11,scattered clouds
406,Carutapera,BR,-1.195,-46.02,86.13,63,22,7.47,few clouds
407,Mangrol,IN,21.1167,70.1167,82.11,83,100,23.47,moderate rain
408,Sovetskiy,RU,61.3614,63.5842,52.47,61,100,7.0,overcast clouds
409,San Carlos De Bariloche,AR,-41.1456,-71.3082,31.75,74,20,0.0,fog
410,Qrendi,MT,35.8347,14.4583,96.46,26,0,14.97,clear sky
411,Awjilah,LY,29.1081,21.2869,99.45,16,0,7.2,clear sky
412,Maroantsetra,MG,-15.4333,49.7333,70.81,88,36,4.21,light rain
413,Turukhansk,RU,65.8167,87.9833,56.01,93,100,4.25,light rain
414,Llata,PE,-9.4167,-76.7833,53.46,71,80,4.32,broken clouds
415,Stornoway,GB,58.2093,-6.3865,58.96,82,90,9.22,light rain
416,Caxias,PT,38.7031,-9.2767,82.22,57,20,11.01,few clouds
417,Vestmanna,FO,62.1564,-7.1664,56.32,94,40,9.22,scattered clouds
418,Piranshahr,IR,36.701,45.1413,80.19,42,2,12.59,clear sky
419,Qax,AZ,41.4225,46.9242,65.39,88,98,5.03,overcast clouds
420,Thunder Bay,CA,48.4001,-89.3168,70.56,76,75,6.91,broken clouds
421,Rio Gallegos,AR,-51.6226,-69.2181,42.85,70,75,13.8,broken clouds
422,Katastarion,GR,37.8333,20.7667,103.78,21,0,10.36,clear sky
423,Oksfjord,NO,70.2396,22.3479,53.67,64,86,5.73,overcast clouds
424,Dostpur,IN,26.2833,82.4667,84.69,82,100,7.58,overcast clouds
425,Vredendal,ZA,-31.6683,18.5012,65.12,48,1,8.21,clear sky
426,Qasigiannguit,GL,68.8193,-51.1922,52.05,79,100,11.1,overcast clouds
427,Polyarnyy,RU,69.1989,33.4478,50.47,75,91,9.33,overcast clouds
428,Mayumba,GA,-3.432,10.6554,77.61,73,36,10.11,scattered clouds
429,San Jose,US,37.3394,-121.895,68.36,84,75,0.0,broken clouds
430,Lulea,SE,65.5842,22.1547,75.27,57,0,9.22,clear sky
431,Harlingen,US,26.1906,-97.6961,83.89,100,1,4.61,clear sky
432,San Cristobal,VE,7.7669,-72.225,77.18,76,79,7.61,broken clouds
433,Rock Sound,BS,24.9,-76.2,82.98,72,10,10.11,clear sky
434,Casa Nova,BR,-9.4167,-41.1333,87.78,43,0,7.25,clear sky
435,Shelburne,CA,44.0787,-80.2041,65.75,79,100,10.51,overcast clouds
436,Tourlaville,FR,49.6383,-1.5664,69.22,52,40,14.97,scattered clouds
437,Nefteyugansk,RU,61.0998,72.6035,57.45,61,35,5.61,scattered clouds
438,Anopino,RU,55.6981,40.6671,76.8,59,59,8.14,broken clouds
439,Raudeberg,NO,61.9875,5.1352,73.0,94,100,7.27,overcast clouds
440,Laguna,US,38.421,-121.4238,81.1,70,1,3.0,clear sky
441,Male,MV,4.1748,73.5089,84.15,79,75,11.5,broken clouds
442,Alto Piquiri,BR,-24.0281,-53.4406,46.18,44,3,7.78,clear sky
443,Getulio Vargas,UY,-32.6796,-53.5494,46.49,62,7,11.95,clear sky
444,Martyush,RU,56.4,61.8819,68.54,44,96,8.55,overcast clouds
445,Kirkuk,IQ,35.4681,44.3922,107.8,14,0,10.85,clear sky
446,Melito Di Porto Salvo,IT,37.9222,15.7714,96.69,24,0,17.27,clear sky
447,Westport,US,41.1415,-73.3579,77.27,82,75,1.01,broken clouds
448,Girona,ES,41.9831,2.8249,95.9,53,0,17.27,clear sky
449,Rawson,AR,-43.3002,-65.1023,51.01,42,0,9.82,clear sky
450,Fereydun Kenar,IR,36.6864,52.5225,73.71,74,100,10.42,overcast clouds
451,Stryn,NO,61.9045,6.7226,75.15,51,100,3.96,overcast clouds
452,Sambava,MG,-14.2667,50.1667,72.41,85,86,9.33,light rain
453,Mitsamiouli,KM,-11.3847,43.2844,77.56,67,21,17.52,few clouds
454,Mjolby,SE,58.326,15.1237,62.33,57,93,14.29,overcast clouds
455,Maarianhamina,AX,60.0973,19.9348,71.46,73,0,24.16,clear sky
456,Leh,IN,34.1667,77.5833,68.02,47,92,4.88,overcast clouds
457,Makurdi,NG,7.7411,8.5121,85.93,62,92,6.33,overcast clouds
458,Salinopolis,BR,-0.6136,-47.3561,84.2,69,11,9.89,few clouds
459,Marawi,PH,7.9986,124.2928,70.36,88,97,4.38,overcast clouds
460,Manacapuru,BR,-3.2997,-60.6206,84.78,50,3,5.64,clear sky
461,San Rafael,AR,-34.6177,-68.3301,51.87,22,0,5.68,clear sky
462,Dawlatabad,AF,36.4141,64.9053,100.22,12,8,18.7,clear sky
463,Kindu,CD,-2.95,25.95,94.51,25,24,2.44,few clouds
464,Tahta,EG,26.7693,31.5021,104.32,11,4,18.19,clear sky
465,Madison,US,34.7334,-86.5667,85.1,78,1,0.0,clear sky
466,Boly,HU,45.9672,18.5183,86.68,24,0,5.28,clear sky
467,Itaituba,BR,-4.2761,-55.9836,89.76,62,20,4.61,few clouds
468,Sorland,NO,67.667,12.6934,55.47,67,20,20.71,few clouds
469,Aquiraz,BR,-3.9014,-38.3911,87.22,57,16,12.46,few clouds
470,Kisangani,CD,0.5167,25.2,90.05,37,100,1.81,overcast clouds
471,Sioux Lookout,CA,50.1001,-91.917,61.18,63,75,8.05,broken clouds
472,Itarema,BR,-2.9248,-39.9167,88.84,54,33,12.57,scattered clouds
473,Miraflores,MX,19.2167,-98.8083,60.03,89,95,2.89,overcast clouds
474,Ngorongoro,TZ,-3.2397,35.4875,60.55,53,65,7.9,broken clouds
475,Cochrane,CA,51.1834,-114.4687,68.47,57,40,8.05,haze
476,Nokaneng,BW,-19.6667,22.2667,77.5,14,95,9.44,overcast clouds
477,Tahoua,NE,14.8888,5.2692,89.58,55,20,0.0,few clouds
478,Natal,BR,-5.795,-35.2094,86.22,62,75,14.97,broken clouds
479,Yabelo,ET,4.8833,38.0833,68.04,47,100,3.87,overcast clouds
480,Cayenne,GF,4.9333,-52.3333,87.84,77,20,1.99,few clouds
481,Cape Coast,GH,5.1053,-1.2466,80.94,67,83,9.15,broken clouds
482,Straza,SI,45.78,15.0728,90.79,43,18,4.0,few clouds
483,Havoysund,NO,70.9963,24.6622,47.28,85,100,13.62,overcast clouds
484,Beisfjord,NO,68.3751,17.5988,69.04,63,89,6.76,overcast clouds
485,Tera,NE,14.0078,0.7531,91.96,42,92,8.05,overcast clouds
486,San Ramon,US,37.7799,-121.978,68.22,80,1,1.99,clear sky
487,Mahibadhoo,MV,3.7833,72.9667,83.12,70,99,10.02,overcast clouds
488,Shirochanka,RU,46.6497,38.3978,84.99,41,1,10.87,clear sky
489,Bail Hongal,IN,15.8167,74.8667,72.64,80,100,16.8,overcast clouds
490,Pizarro,CO,4.9533,-77.366,81.77,76,41,2.98,scattered clouds
491,Ardesen,TR,41.1911,40.9875,78.76,72,49,1.12,scattered clouds
492,Whitehaven,GB,54.549,-3.5841,62.19,84,87,21.7,overcast clouds
493,Piritiba,BR,-11.7303,-40.5553,85.57,39,0,3.96,clear sky
494,Mosquera,CO,4.7059,-74.2302,57.29,72,75,6.91,broken clouds
495,Bilma,NE,18.6853,12.9164,105.01,16,35,2.66,scattered clouds
496,Bogande,BF,12.9714,-0.1436,88.29,49,96,10.18,overcast clouds
497,Dingli,MT,35.8614,14.3822,95.16,26,0,14.97,clear sky
498,Dudinka,RU,69.4058,86.1778,63.55,61,100,9.37,overcast clouds
499,Woodstock,CA,43.1334,-80.7497,71.65,94,100,8.72,overcast clouds
500,Benguela,AO,-12.5763,13.4055,75.88,70,13,8.84,few clouds
501,Presidente Medici,BR,-11.1753,-61.9014,69.98,17,1,11.32,clear sky
502,Esfarayen,IR,37.0765,57.5101,67.66,58,17,16.22,few clouds
503,Geraldton,AU,-28.7667,114.6,66.13,72,75,20.71,broken clouds
504,Podor,MR,16.6527,-14.9587,89.92,47,100,9.4,overcast clouds
505,Janakkala,FI,60.9,24.6,76.3,45,61,13.71,broken clouds
506,Gazli,UZ,40.1333,63.45,91.6,22,78,20.65,broken clouds
507,Chicama,PE,-7.8447,-79.1469,61.34,77,41,4.38,scattered clouds
508,Menongue,AO,-14.6585,17.691,80.58,12,0,8.39,clear sky
509,Manaure,CO,11.7751,-72.4445,85.21,64,35,18.48,scattered clouds
510,Miracema Do Tocantins,BR,-9.5618,-48.3967,93.61,18,0,8.21,clear sky
511,Staryy Nadym,RU,65.6118,72.6842,52.34,91,100,8.7,light rain
512,Iberia,US,29.9502,-91.7507,87.96,84,1,3.44,clear sky
513,Sabha,LY,27.0377,14.4283,99.68,13,0,10.69,clear sky
514,Shubarkuduk,KZ,49.1447,56.4872,80.51,18,0,12.8,clear sky
515,Qaqortoq,GL,60.7167,-46.0333,54.1,79,99,5.32,overcast clouds
516,Maragheh,IR,37.3917,46.2398,82.67,26,20,19.57,few clouds
517,Peterhead,GB,57.5058,-1.7981,61.11,90,100,20.76,overcast clouds
518,Chama,CH,47.1821,8.4636,79.92,58,40,2.3,scattered clouds
519,Belyy Yar,RU,53.6039,91.3903,66.09,63,0,6.71,clear sky
520,Kandalaksha,RU,67.162,32.4123,54.14,88,100,3.53,overcast clouds
521,Ngama,TD,11.7833,17.1667,86.63,60,98,6.24,light rain
522,San Antero,CO,9.3741,-75.7589,81.91,79,30,6.89,scattered clouds
523,Kem,RU,64.9555,34.5793,54.81,76,100,14.52,overcast clouds
524,Nyuksenitsa,RU,60.4128,44.2397,62.83,92,100,2.93,overcast clouds
525,Vagur,FO,61.4732,-6.8119,52.5,94,100,8.75,overcast clouds
526,Mola Di Bari,IT,41.0609,17.0873,106.41,26,0,11.45,clear sky
527,Impfondo,CG,1.6381,18.0667,94.32,31,97,3.67,overcast clouds
528,Unai,BR,-16.3575,-46.9061,72.5,27,0,6.8,clear sky
529,Ajdabiya,LY,30.7554,20.2263,90.64,38,0,15.08,clear sky
530,Mwense,ZM,-10.3845,28.698,85.73,18,3,6.2,clear sky
531,Aygedzor,AM,38.9785,46.2079,73.89,71,73,8.72,broken clouds
532,Puri,IN,19.8,85.85,83.37,76,100,20.09,light rain
533,Belmopan,BZ,17.25,-88.7667,85.28,84,100,3.98,overcast clouds
534,Ambovombe,MG,-25.1667,46.0833,70.63,74,26,13.78,scattered clouds
535,Jeremie,HT,18.65,-74.1167,83.68,66,42,3.15,scattered clouds
536,Trairi,BR,-3.2778,-39.2689,88.07,54,71,12.64,broken clouds
537,Boddam,GB,57.4667,-1.7833,61.09,90,100,20.89,overcast clouds
538,Morros,BR,-9.4467,-46.3003,91.6,18,0,6.58,clear sky
539,Tiznit,MA,29.5833,-9.5,98.51,21,99,3.31,overcast clouds
540,Hobyo,SO,5.3505,48.5268,79.83,70,90,27.45,overcast clouds
541,High Rock,BS,26.6208,-78.2833,86.02,69,0,9.8,clear sky
542,Kemijarvi,FI,66.7131,27.4306,60.04,74,88,10.67,overcast clouds
543,Jardim,BR,-21.4803,-56.1381,55.24,22,49,4.99,scattered clouds
544,Estelle,US,29.8458,-90.1067,89.01,69,75,4.61,broken clouds
545,Billund,DK,55.7335,9.1078,66.31,63,40,17.27,scattered clouds
546,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.6,94,75,4.61,broken clouds
547,Sayyan,YE,15.1718,44.3244,69.04,57,92,2.33,overcast clouds
548,Kayerkan,RU,69.3497,87.7602,58.46,70,99,6.96,overcast clouds
549,Naliya,IN,23.2667,68.8333,82.96,80,100,22.59,overcast clouds
550,Gazanjyk,TM,39.2446,55.5154,91.11,26,51,5.86,broken clouds
551,Nioki,CD,-2.7167,17.6833,102.11,12,59,2.33,broken clouds
552,Paita,PE,-5.0892,-81.1144,68.56,78,76,8.61,broken clouds
553,Tsimlyansk,RU,47.6461,42.1019,95.45,27,6,9.13,clear sky
554,Dunmore Town,BS,25.5,-76.65,83.32,68,6,11.3,clear sky
555,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,61.47,19,2,8.7,clear sky
556,Abu Dhabi,AE,24.4667,54.3667,98.71,63,69,10.36,broken clouds
557,Aksu,CN,41.1231,80.2644,95.2,14,6,8.28,light rain
558,Jamuria,IN,23.7,87.0833,80.31,87,100,11.52,light rain
559,Melbu,NO,68.5044,14.8297,62.42,51,20,10.36,few clouds
560,Varnavino,RU,57.4035,45.0916,64.62,87,100,4.34,overcast clouds
561,Envira,BR,-7.3,-70.2167,71.65,37,9,7.87,clear sky
562,Uvinza,TZ,-5.1036,30.3911,88.41,22,10,2.13,clear sky
563,Haverfordwest,GB,51.8017,-4.9691,67.55,62,100,4.0,overcast clouds
564,La Palma,US,33.8464,-118.0467,83.35,87,20,1.01,few clouds
565,Leo,BF,11.1,-2.1,85.98,55,96,11.72,overcast clouds
566,Kilindoni,TZ,-7.9139,39.6668,76.46,71,0,18.32,clear sky
567,Harper,LR,4.375,-7.7169,80.22,71,93,9.46,overcast clouds
568,Sarakhs,IR,36.5449,61.1577,98.74,23,0,34.52,sand
569,Kirovohrad,UA,48.5132,32.2597,92.17,34,49,9.95,scattered clouds
570,Cap Malheureux,MU,-19.9842,57.6142,70.47,71,77,8.01,broken clouds
571,Caala,AO,-12.8525,15.5606,76.53,12,0,5.19,clear sky
572,Kasungu,MW,-13.0333,33.4833,76.42,29,0,8.25,clear sky
573,Port Hawkesbury,CA,45.6169,-61.3485,70.03,65,1,5.01,clear sky
574,Caxito,AO,-8.5785,13.6643,77.65,32,0,7.67,clear sky
575,Santa Cruz,BO,-17.8,-63.1667,60.85,31,75,17.27,broken clouds
576,Nurota,UZ,40.5614,65.6886,91.49,21,5,19.28,clear sky
577,Alibag,IN,18.6411,72.8792,84.27,85,100,18.43,overcast clouds
578,Linares,CL,-35.85,-71.6,50.54,51,0,1.45,clear sky
579,Bom Jesus,BR,-9.0744,-44.3586,97.59,22,0,2.3,clear sky
580,Niort,FR,46.3333,-0.3333,78.3,51,53,1.01,broken clouds
581,Mtwara,TZ,-10.2667,40.1833,80.01,54,13,18.54,few clouds
582,Marzuq,YE,14.4,46.4667,84.56,52,68,12.03,broken clouds
583,Midrand,ZA,-25.9636,28.1378,68.02,22,0,11.5,clear sky
584,Mouila,GA,-1.8685,11.0559,96.01,32,29,0.54,scattered clouds
585,Henderson,US,36.0397,-114.9819,92.64,36,1,0.0,clear sky
586,Gasa,PS,31.5,34.4667,89.91,53,0,13.0,clear sky
587,Walvis Bay,NA,-22.9575,14.5053,77.95,25,0,10.36,clear sky
588,Qarqin,AF,37.4185,66.0436,103.8,10,19,24.27,few clouds
589,Cassilandia,BR,-19.1133,-51.7342,58.59,23,5,8.14,clear sky
590,Jvari,GE,42.7169,42.052,77.25,87,40,4.12,light rain
591,Chelbasskaya,RU,45.9792,39.3719,92.35,20,0,5.79,clear sky
592,Bocanda,CI,7.0626,-4.4995,85.75,52,100,3.2,overcast clouds
593,George Town,MY,5.4112,100.3354,84.13,81,20,1.01,few clouds
594,Chulumani,BO,-16.4096,-67.5263,53.49,97,100,2.75,overcast clouds
595,Saint Stephen,GB,50.3333,-4.9,62.74,77,40,5.75,light rain
596,New Lenox,US,41.512,-87.9656,83.91,76,1,5.99,clear sky
597,Mahon,ES,39.8885,4.2658,86.56,45,0,6.91,clear sky
598,Najran,SA,17.4924,44.1277,102.85,11,73,17.49,broken clouds
599,Kaniama,CD,-7.5667,24.1833,90.55,20,0,2.91,clear sky
600,Troitsko-Pechorsk,RU,62.7084,56.1964,57.72,50,94,1.92,overcast clouds
601,Nankana Sahib,PK,31.4475,73.6972,86.25,60,98,5.7,overcast clouds
602,Nizhnevartovsk,RU,60.9344,76.5531,57.22,67,20,6.71,few clouds
603,Birjand,IR,32.8663,59.2211,86.47,10,0,23.02,clear sky
604,Andros Town,BS,24.7,-77.7667,87.76,60,37,11.61,scattered clouds
605,Lerwick,GB,60.1545,-1.1494,59.0,90,98,8.5,overcast clouds
606,Bambui,BR,-20.0064,-45.9769,64.92,17,1,4.68,clear sky
607,Verkhniy Baskunchak,RU,48.2256,46.7217,92.98,18,70,10.96,broken clouds
608,Oksbol,DK,55.6268,8.2876,66.81,84,100,25.3,overcast clouds
609,Tucuman,AR,-26.8241,-65.2226,48.2,53,0,4.61,smoke
610,Kango,GA,0.1943,10.0951,93.02,38,65,4.63,broken clouds
611,Tucuma,BR,-0.1833,-50.05,79.9,83,81,0.67,broken clouds
612,Blagoyevo,RU,63.3667,47.9167,64.09,53,73,2.28,broken clouds
613,Aqtobe,KZ,50.2797,57.2072,78.89,27,0,11.18,clear sky
614,Honningsvag,NO,70.9821,25.9704,46.15,81,75,10.36,broken clouds
615,Moroni,KM,-11.7022,43.2551,75.96,68,6,16.51,clear sky
616,Concarneau,FR,47.875,-3.9225,70.05,60,22,12.1,few clouds
617,Novy Bydzov,CZ,50.2415,15.4908,80.17,41,15,16.17,few clouds
618,Kostino,RU,58.9097,53.2691,65.77,68,98,4.18,overcast clouds
619,Odweyne,SO,9.4092,45.064,79.48,43,99,24.81,overcast clouds
620,Angoche,MZ,-16.2325,39.9086,73.76,59,8,10.0,clear sky
621,Edinburgh,GB,55.9521,-3.1965,71.06,59,75,8.99,broken clouds
622,Riviere-Au-Renard,CA,48.9957,-64.3971,68.29,56,36,11.65,scattered clouds
623,Channel-Port Aux Basques,CA,47.5702,-59.1367,60.93,77,1,16.82,clear sky
624,Banikoara,BJ,11.2985,2.4386,82.17,71,67,6.31,moderate rain
625,Ayagoz,KZ,47.9714,80.4392,65.08,33,80,14.99,broken clouds
626,Ust-Tsilma,RU,65.441,52.1498,52.57,76,100,2.77,overcast clouds
627,Vaxjo,SE,56.8777,14.8091,64.45,72,75,12.66,broken clouds
628,Kathmandu,NP,27.7167,85.3167,75.42,83,75,6.91,moderate rain
629,Liverpool,GB,53.4106,-2.9779,67.08,73,90,8.01,overcast clouds
630,Talara,PE,-4.5772,-81.2719,68.76,83,90,12.66,overcast clouds
631,Midland,US,31.9974,-102.0779,78.06,75,1,5.75,clear sky
632,Adrar,MR,20.5022,-10.0711,102.85,18,97,13.69,overcast clouds
633,Lixourion,GR,38.2019,20.4314,103.86,25,0,13.8,clear sky
634,Ostersund,SE,63.1792,14.6357,70.25,64,75,9.22,light rain
635,Sarh,TD,9.1429,18.3923,85.91,66,40,6.91,scattered clouds
636,Rocha,UY,-34.4833,-54.3333,49.03,60,16,13.29,few clouds
637,Markapur,IN,15.7333,79.2833,86.25,51,100,13.56,overcast clouds
638,San Pedro,PH,14.35,121.0167,83.16,89,75,6.91,broken clouds
639,Gavle,SE,60.6745,17.1417,70.95,80,41,5.64,scattered clouds
640,Krasnogorskiy,RU,54.6025,61.231,65.89,49,13,5.79,few clouds
641,Morant Bay,JM,17.8815,-76.4093,85.62,73,88,11.61,overcast clouds
642,Willowmore,ZA,-33.2926,23.4895,53.56,55,47,9.75,scattered clouds
643,Aleksandro-Nevskiy,RU,53.4751,40.2095,78.03,55,100,6.38,overcast clouds
644,Pasni,PK,25.2631,63.471,82.09,83,100,12.46,overcast clouds
645,Pitimbu,BR,-7.4706,-34.8086,84.79,66,54,10.25,broken clouds
646,Marck,FR,50.949,1.9433,70.97,69,63,22.39,broken clouds
647,Libreville,GA,0.3925,9.4537,80.62,74,20,6.91,few clouds
648,Minab,IR,27.1467,57.0801,99.9,26,94,5.75,overcast clouds
649,Cornwall,CA,45.0181,-74.7281,66.16,77,90,0.0,overcast clouds
650,Novobirilyussy,RU,56.9514,90.6661,59.92,62,94,1.79,overcast clouds
651,Camapua,BR,-19.5314,-54.0439,61.11,20,5,8.72,clear sky
652,Saint-Paul,RE,-21.0096,55.2707,71.71,76,99,1.1,overcast clouds
653,Ouesso,CG,1.6136,16.0517,87.73,45,90,2.62,overcast clouds
654,Matara,LK,5.9485,80.5353,79.34,88,96,11.74,overcast clouds
655,Antofagasta,CL,-23.65,-70.4,63.21,62,17,7.4,few clouds
656,Sakakah,SA,29.9697,40.2064,101.77,10,0,15.08,clear sky
657,Kachiry,KZ,53.0675,76.1036,62.1,47,69,8.55,broken clouds
658,Pallasovka,RU,50.05,46.8833,85.37,31,100,2.66,overcast clouds
659,Poddorye,RU,57.4695,31.1156,75.83,64,33,9.28,scattered clouds
660,Kyrylivka,UA,46.3759,35.3675,81.45,61,5,15.66,clear sky
661,Jutai,BR,-5.1833,-68.9,80.64,45,57,6.67,broken clouds
662,Loukhi,RU,66.0764,33.0381,57.45,63,95,9.82,overcast clouds
663,Kiruna,SE,67.8557,20.2251,56.32,67,90,8.05,overcast clouds
664,Kampene,CD,-3.6,26.6667,90.43,28,21,1.68,few clouds
665,Edd,ER,13.9297,41.6925,92.77,58,25,10.85,scattered clouds
666,Padang,ID,-0.9492,100.3543,75.25,84,94,2.08,overcast clouds
667,Sapouy,BF,11.5544,-1.7736,85.48,55,87,8.57,overcast clouds
668,Erkner,DE,52.4167,13.75,79.99,40,0,18.41,clear sky
669,Lokosovo,RU,61.1333,74.8167,52.88,68,80,4.43,broken clouds
670,Povenets,RU,62.8487,34.8262,61.54,97,100,4.56,light rain
671,Nioro,GM,13.35,-15.75,86.97,58,97,4.09,overcast clouds
672,Wana,PK,32.2989,69.5725,81.64,65,1,6.93,clear sky
673,Krasnogvardeyskiy,RU,57.3793,62.3195,54.88,93,96,3.0,light rain
674,Piacabucu,BR,-10.4056,-36.4344,81.45,64,3,6.42,clear sky
675,De Aar,ZA,-30.6497,24.0123,61.3,19,0,6.11,clear sky
676,Kusa,RU,55.3383,59.4406,62.71,60,21,5.14,few clouds
677,Sembabule,UG,-0.0772,31.4567,79.74,39,96,11.52,overcast clouds
678,Sosua,DO,19.7667,-70.5167,85.51,74,20,11.5,few clouds
679,Chabahar,IR,25.2919,60.643,86.38,80,92,10.92,overcast clouds
680,Linhares,BR,-19.3911,-40.0722,70.84,66,100,14.05,overcast clouds
681,Colares,PT,38.7992,-9.4469,82.08,57,20,14.97,few clouds
682,Carnarvon,AU,-24.8667,113.6333,64.47,72,75,8.05,broken clouds
683,Sao Gabriel,BR,-30.3364,-54.32,46.71,59,2,8.46,clear sky
684,Nueva Gorgona,PA,8.55,-79.8667,86.29,64,96,4.79,overcast clouds
685,Totness,SR,5.8833,-56.3167,83.43,68,2,5.99,clear sky
686,Bonthe,SL,7.5264,-12.505,81.88,63,96,9.53,overcast clouds
687,Tocopilla,CL,-22.092,-70.1979,68.27,58,15,7.36,few clouds
688,Duki,PK,30.1541,68.5728,93.87,34,71,9.62,broken clouds
689,Borsodnadasd,HU,48.1167,20.25,85.57,29,0,9.84,clear sky
690,Vryburg,ZA,-26.9566,24.7284,69.78,15,0,6.93,clear sky
691,Nakasongola,UG,1.3089,32.4564,75.52,57,96,1.77,overcast clouds
692,Matoury,GF,4.8483,-52.3317,87.76,66,20,8.05,light rain
693,Winsum,NL,53.33,6.5208,70.21,56,32,22.91,scattered clouds
694,Camacha,PT,33.0833,-16.3333,74.16,60,40,14.97,scattered clouds
695,Desna,UA,50.9273,30.7605,90.81,49,23,7.96,few clouds
